"Name","Version","ProviderName"
"Microsoft .NET Core 3.0 Templates (x64)","3.0.4.14459","msi"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.300","125.191.42208","msi"
"Microsoft ASP.NET Core 9.0.13 Targeting Pack (x64)","9.0.13.26064","msi"
"vs_minshellsharedmsi","17.14.36024","msi"
"Microsoft.NET.Sdk.tvOS.Manifest-8.0.100 (x64)","17.0.8478","msi"
"Microsoft ASP.NET Core Targeting Pack - 10.0.8 (x64)","80.32.52183","msi"
"Microsoft .NET Targeting Pack - 9.0.13 (x64)","72.52.47121","msi"
"Windows SDK Desktop Tools arm64","10.1.26100.7705","msi"
"Microsoft.NET.Workload.Emscripten.net8.Manifest-11.0.100-preview.4 (x64)","89.144.52195","msi"
"vs_filehandler_amd64","17.14.36024","msi"
"Microsoft ASP.NET Core 7.0.20 Shared Framework (x64)","7.0.20.24269","msi"
"Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.51.36231","14.51.36231","msi"
"Microsoft .NET AppHost Pack - 8.0.26 (x64_arm64)","64.104.50421","msi"
"Microsoft .NET 9.0 Templates 9.0.313 (x64)","36.11.62243","msi"
"Microsoft Visual C++ 2022 X64 Debug Runtime - 14.44.35211","14.44.35211","msi"
"NVIDIA HD Audio Driver 1.4.5.7","1.4.5.7","Programs"
"Microsoft .NET Runtime - 9.0.16 (x64)","72.64.52183","msi"
"Microsoft .NET Runtime - 9.0.16 (x64)","9.0.16.36029","Programs"
"Microsoft.NET.Sdk.macOS.Manifest-6.0.300","100.255.42208","msi"
"Windows SDK","10.1.26100.7705","msi"
"Microsoft .NET Targeting Pack - 11.0.0 Preview 1 (x64)","88.0.48582","msi"
"Microsoft ASP.NET Core 9.0.14 Shared Framework (x64)","9.0.14.26119","msi"
"Application Verifier x64 External Package (OnecoreUAP)","10.1.26100.7705","msi"
"GitHub CLI","2.92.0","msi"
"Microsoft.NET.Workload.Emscripten.net7.Manifest-11.0.100-preview.4 (x64)","89.144.52195","msi"
"Microsoft .NET Host FX Resolver - 8.0.19 (x64)","64.76.37566","msi"
"Universal CRT Tools x86","10.1.26100.7705","msi"
"Windows SDK Desktop Tools x64","10.1.26100.7705","msi"
"SDK ARM64 Additions","10.1.26100.7705","msi"
"Microsoft .NET AppHost Pack - 5.0.17 (x64)","40.68.31213","msi"
"AMD I2C Driver","1.2.0.126","msi"
"Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","10.0.60922","msi"
"Microsoft .NET 10.0 Templates 10.0.103 x64","40.10.52243","msi"
"Node.js","24.13.0","msi"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-10.0.100 (x64)","81.176.52183","msi"
"Microsoft.NET.Sdk.Android.Manifest-8.0.100 (x64)","34.0.43","msi"
"Microsoft .NET Host FX Resolver - 9.0.16 (x64)","72.64.52183","msi"
"Microsoft ASP.NET Core 8.0.25 Targeting Pack (x64)","8.0.25.26112","msi"
"Microsoft Windows Desktop Runtime - 8.0.27 (x64)","64.108.52193","msi"
"Microsoft Windows Desktop Runtime - 8.0.27 (x64)","8.0.27.36030","Programs"
"Microsoft .NET Runtime - 7.0.20 (x64)","56.80.15184","msi"
"Microsoft .NET Runtime - 7.0.20 (x64)","7.0.20.33717","Programs"
"Windows IoT Extension SDK","10.1.26100.7705","msi"
"Microsoft.NET.Workload.Emscripten.Current.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"WinRT Intellisense Mobile - en-us","10.1.26100.7705","msi"
"Windows Mobile Extension SDK","10.1.26100.7705","msi"
"WinRT Intellisense IoT - Other Languages","10.1.26100.7705","msi"
"Microsoft .NET Core Host FX Resolver - 3.0.3 (x64)","24.12.28517","msi"
"Microsoft .NET AppHost Pack - 5.0.17 (x64_arm)","40.68.31213","msi"
"Microsoft.NET.Sdk.iOS.Manifest-7.0.100 (x64)","16.0.0","msi"
"Microsoft Windows Desktop Runtime - 10.0.4 (x64)","80.16.48830","msi"
"Microsoft .NET 10.0 Templates 10.0.104 x64","40.11.56650","msi"
"Microsoft.NET.Workload.Emscripten.Current.Manifest-10.0.100 (x64)","81.176.52183","msi"
"ENE_MousePad_HAL","1.0.1.8","msi"
"AMD 3D V-Cache Performance Optimizer Driver","1.0.0.12","msi"
"Windows SDK Desktop Headers x86","10.1.26100.7705","msi"
"Microsoft .NET Runtime - 11.0.0 Preview 2 (x64)","88.0.50256","msi"
"Microsoft .NET Runtime - 11.0.0 Preview 2 (x64)","11.0.0.35909","Programs"
"Microsoft Windows Desktop Runtime - 8.0.25 (x64)","64.100.48707","msi"
"Microsoft Windows Desktop Runtime - 8.0.25 (x64)","8.0.25.35812","Programs"
"Windows Subsystem for Linux","2.7.3.0","msi"
"Microsoft Visual Studio Setup Configuration","3.12.2140.44225","msi"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40664","12.0.40664","msi"
"Microsoft .NET Toolset 9.0.311 (x64)","36.10.51454","msi"
"Microsoft .NET AppHost Pack - 8.0.27 (x64_arm64)","64.108.52182","msi"
"Microsoft .NET AppHost Pack - 9.0.16 (x64_arm64)","72.64.52183","msi"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100 (x64)","17.0.8478","msi"
"Microsoft .NET Runtime - 8.0.27 (x64)","64.108.52182","msi"
"Microsoft .NET Runtime - 8.0.27 (x64)","8.0.27.36029","Programs"
"Microsoft ASP.NET Core Targeting Pack - 11.0.0 Preview 4 (x64)","88.0.52195","msi"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"Microsoft .NET Core Host FX Resolver - 2.1.30 (x64)","16.120.30411","msi"
"Microsoft .NET Host - 7.0.20 (x86)","56.80.15184","msi"
"Microsoft .NET Runtime - 10.0.5 (x64)","80.20.50175","msi"
"Microsoft .NET Runtime - 10.0.5 (x64)","10.0.5.35903","Programs"
"Microsoft .NET Core Runtime - 2.2.7 (x64)","16.156.28009","msi"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest-10.0.100 (x64)","81.176.52183","msi"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"Microsoft .NET Host - 7.0.20 (x64)","56.80.15184","msi"
"Microsoft.NET.Sdk.Maui.Manifest-10.0.100 (x64)","10.0.0","msi"
"Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.51.36231","14.51.36231","msi"
"Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030","11.0.61030.0","Programs"
"Microsoft Visual C++ 2022 X86 Additional Runtime - 14.51.36231","14.51.36231","msi"
"Hydra","3.9.7","Programs"
"vs_communitymsires","17.14.36015","msi"
"QuadDown","10.1.1","Programs"
"Microsoft.NET.Workload.Mono.Toolchain.net10.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"Claude","1.3561.0","Programs"
"Microsoft.NET.Sdk.tvOS.Manifest-11.0.100-preview.1 (x64)","26.2.11310","msi"
"WinLibs (POSIX threads, UCRT runtime)","15.2.0-13.0.0-r5","Programs"
"Bun",,"Programs"
"RipGrep MSVC","15.1.0","Programs"
"Microsoft Windows Desktop Runtime - 6.0.36 (x64)","48.144.23186","msi"
"Microsoft Windows Desktop Runtime - 6.0.36 (x64)","6.0.36.34217","Programs"
"Ascendara 10.4.3","10.4.3","Programs"
"TestDisk","7.3","Programs"
"Microsoft .NET AppHost Pack - 9.0.13 (x64_x86)","72.52.47121","msi"
"Fit Launcher","4.1.1","Programs"
"Microsoft Windows Desktop Targeting Pack - 6.0.36 (x64)","48.144.23186","msi"
"OpenSpeedy","1.7.9","Programs"
"Copilot CLI","v1.0.48","Programs"
"GitHub Desktop","3.5.8","Programs"
"FFmpeg","8.0.1","Programs"
"Microsoft .NET Host FX Resolver - 6.0.36 (x86)","48.144.23141","msi"
"OSCDIMG","2.56","Programs"
"Microsoft ASP.NET Core Targeting Pack - 10.0.4 (x64)","80.16.48830","msi"
"ludusavi","0.31.0","Programs"
"Microsoft .NET AppHost Pack - 8.0.25 (x64_x86)","64.100.48707","msi"
"Shawl","1.9.0","Programs"
"Speedtest CLI","1.2.0.84","Programs"
"Windows SDK Facade Windows WinMD Versioned","10.1.26100.7705","msi"
"Codex CLI","0.130.0","Programs"
"Microsoft .NET Runtime - 10.0.8 (x64)","80.32.52183","msi"
"Microsoft .NET Runtime - 10.0.8 (x64)","10.0.8.36029","Programs"
"Rclone","1.74.1","Programs"
"Microsoft.NET.Workload.Mono.Toolchain.net10.Manifest-11.0.100-preview.4 (x64)","89.144.52195","msi"
"g-helper","0.247","Programs"
"SQLite","3.53.1","Programs"
"Microsoft .NET AppHost Pack - 9.0.15 (x64)","72.60.50518","msi"
"Wand","12.24.0","Programs"
"Microsoft ASP.NET Core 9.0.12 Shared Framework (x64)","9.0.12.25609","msi"
"Python 3.11.9 (64-bit)","3.11.9150.0","Programs"
"Microsoft.NET.Workload.Emscripten.net10.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-11.0.100-preview.4 (x64)","89.144.52195","msi"
"Telegram Desktop","6.8.2","Programs"
"Microsoft .NET Toolset 10.0.300 (x64)","40.11.2206","msi"
"Microsoft Visual Studio Code (User)","1.120.0","Programs"
"Microsoft .NET AppHost Pack - 8.0.24 (x64_arm64)","64.96.47242","msi"
"MSYS2","20251213","Programs"
"Universal CRT Extension SDK","10.1.26100.7705","msi"
"Python 3.12.10 (64-bit)","3.12.10150.0","Programs"
"Microsoft .NET Core Host - 2.2.7 (x64)","16.156.28009","msi"
"Microsoft .NET Standard Targeting Pack - 2.1.0 (x64)","24.0.28113","msi"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61135","11.0.61030","msi"
"Visual Studio Build Tools 2022","17.14.32","Programs"
"AMD Chipset Software","8.03.25.247","Programs"
"Game Backup Monitor (32-bit)","1.4.4","Programs"
"GameSave Manager v3","3.1.571.0","Programs"
"Microsoft Visual C++ 2005 Redistributable","8.0.61187","msi"
"Halo: TMCC - Essential Files",,"Programs"
"Microsoft Windows Desktop Runtime - 8.0.19 (x64)","64.76.37602","msi"
"Microsoft Windows Desktop Runtime - 8.0.19 (x64)","8.0.19.35118","Programs"
"Inno Setup version 6.7.2","6.7.2","Programs"
"Microsoft.NET.Workload.Emscripten.net6.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"Microsoft Windows Desktop Targeting Pack - 3.1.0 (x64)","24.64.28315","msi"
"Smart Backup (x64)","3.24.0829.1","Programs"
"Smart Backup (x64)","3.24.829.1","msi"
"Logi Download Assistant","2.0.529","Programs"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61135","11.0.61030","msi"
"GnuWin32: Make-3.81","3.81","Programs"
"Microsoft ASP.NET Core Runtime - 11.0.0 Preview 1 (x64)","88.0.48582","msi"
"Microsoft ASP.NET Core Runtime - 11.0.0 Preview 1 (x64)","11.0.0.35804","Programs"
"MIO: Memories in Orbit",,"Programs"
"OpenAL","1.1","Programs"
"PhonerLite 3.38","3.38","Programs"
"Microsoft .NET 10.0 Templates 10.0.108 x64","40.11.2123","msi"
"qBittorrent","5.1.4","Programs"
"Windows SDK Desktop Libs x64","10.1.26100.7705","msi"
"Tweaking.com - Windows Repair","4.14.0","Programs"
"Microsoft .NET AppHost Pack - 9.0.13 (x64)","72.52.47121","msi"
"UNCHARTED: LoT Collection",,"Programs"
"Microsoft Visual C++ 2022 X64 Additional Runtime - 14.51.36231","14.51.36231","msi"
"Microsoft ASP.NET Core 9.0.16 - Shared Framework (x64)","9.0.16.26230","Programs"
"Microsoft .NET Host FX Resolver - 10.0.4 (x64)","80.16.48830","msi"
"Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664","12.0.40664.0","Programs"
"AMD_Chipset_Drivers","8.3.25.247","msi"
"Microsoft Windows Desktop Runtime 10.0.8 (x64)","10.0.8.50000","Programs"
"Microsoft .NET AppHost Pack - 9.0.14 (x64_x86)","72.56.48826","msi"
"WinRT Intellisense UAP - Other Languages","10.1.26100.7705","msi"
"Microsoft .NET Runtime - 8.0.26 (x64)","8.0.26.35919","Programs"
"Microsoft .NET Runtime - 8.0.26 (x64)","64.104.50421","msi"
"Universal CRT Headers Libraries and Sources","10.1.26100.7705","msi"
"Microsoft ASP.NET Core 7.0.20 Targeting Pack (x64)","7.0.20.24269","msi"
"Microsoft .NET Runtime - 7.0.20 (x86)","56.80.15184","msi"
"Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.44.35211","14.44.35211.0","Programs"
"DiagnosticsHub_CollectionService","17.14.36412","msi"
"Windows SDK for Windows Store Apps","10.1.26100.7705","msi"
"Microsoft ASP.NET Core 9.0.15 - Shared Framework (x64)","9.0.15.26176","Programs"
"vs_communityx64msi","17.14.36025","msi"
"Microsoft .NET SDK 10.0.103 (x64)","10.1.326.7603","Programs"
"Microsoft.NET.Sdk.Maui.Manifest-11.0.100-preview.1 (x64)","88.0.48554","msi"
"Windows SDK ARM64 Desktop Tools","10.1.26100.7705","msi"
"Windows SDK for Windows Store Apps DirectX x86 Remote","10.1.26100.7705","msi"
"Microsoft Windows Desktop Runtime - 3.1.32 (x64)","3.1.32.31915","Programs"
"Microsoft Windows Desktop Runtime - 3.1.32 (x64)","24.192.31915","msi"
"Promontory_GPIO Driver","3.0.5.0","msi"
"Microsoft ASP.NET Core 5.0.0 Targeting Pack (x64)","5.0.0.20526","msi"
"Microsoft .NET Runtime - 11.0.0 Preview 4 (x64)","88.0.52195","msi"
"Microsoft .NET Runtime - 11.0.0 Preview 4 (x64)","11.0.0.36030","Programs"
"Microsoft .NET Host FX Resolver - 10.0.8 (x64)","80.32.52183","msi"
"Microsoft .NET SDK 10.0.300 (x64)","10.3.26.23102","Programs"
"Microsoft.NET.Sdk.iOS.Manifest-6.0.300","125.191.42208","msi"
"Microsoft .NET SDK 10.0.200 (x64)","10.2.26.12022","Programs"
"Microsoft.NET.Sdk.iOS.Manifest-10.0.100 (x64)","26.0.11017","msi"
"Microsoft .NET 10.0 Templates 10.0.204 x64","40.11.2218","msi"
"Microsoft ASP.NET Core 8.0.25 - Shared Framework (x64)","8.0.25.26112","Programs"
"ENE Video Capture Box HAL","1.0.5.15","msi"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40664","12.0.40664","msi"
"Microsoft Windows Desktop Targeting Pack - 3.0.0 (x64)","24.0.28113","msi"
"AMD Application Compatibility Database Driver","1.0.0.3","msi"
"Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.38.33130","14.38.33130.0","Programs"
"Patriot Viper M2 SSD RGB","1.1.0.3","msi"
"Microsoft ASP.NET Core 8.0.26 Shared Framework (x64)","8.0.26.26169","msi"
"Microsoft .NET SDK 11.0.100-preview.1.26104.118 (x64)","11.1.26.10518","Programs"
"Microsoft Windows Desktop Runtime - 9.0.16 (x64)","72.64.52194","msi"
"Microsoft Windows Desktop Runtime - 9.0.16 (x64)","9.0.16.36030","Programs"
"Microsoft.NET.Workload.Emscripten.net9.Manifest-11.0.100-preview.4 (x64)","89.144.52195","msi"
"Microsoft Windows Desktop Runtime - 11.0.0 Preview 1 (x64)","88.0.48582","msi"
"Microsoft .NET Core Runtime - 2.1.30 (x64)","16.120.30411","msi"
"Microsoft .NET Core Runtime - 2.1.30 (x64)","2.1.30.30411","Programs"
"Microsoft .NET 10.0 Templates 10.0.300 x64","40.11.2206","msi"
"Microsoft .NET SDK 9.0.312 (x64)","9.3.1226.12004","Programs"
"Microsoft .NET Host FX Resolver - 10.0.5 (x64)","80.20.50175","msi"
"Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.38.33130","14.38.33130.0","Programs"
"Microsoft Visual Basic/C++ Runtime (x86)","1.1.0","msi"
"AMD Install Manager","25.10.26126.2250","msi"
"Microsoft .NET SDK 11.0.100-preview.4.26230.115 (x64)","11.1.26.23115","Programs"
"NVIDIA PhysX (Legacy)","9.13.604","msi"
"Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030","11.0.61030.0","Programs"
"Microsoft.NET.Workload.Emscripten.net9.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"WinRT Intellisense Desktop - en-us","10.1.26100.7705","msi"
"Microsoft .NET SDK 7.0.410 (x64)","7.4.1024.27207","Programs"
"Microsoft Windows Desktop Targeting Pack - 10.0.4 (x64)","80.16.48830","msi"
"Microsoft ASP.NET Core 6.0.36 Shared Framework (x64)","6.0.36.24516","msi"
"Microsoft Windows Desktop Runtime - 7.0.20 (x64)","7.0.20.33720","Programs"
"Microsoft Windows Desktop Runtime - 7.0.20 (x64)","56.80.15245","msi"
"Microsoft.NET.Workload.Mono.Toolchain.net9.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"Microsoft ASP.NET Core Runtime - 11.0.0 Preview 4 (x64)","88.0.52195","msi"
"Microsoft ASP.NET Core Runtime - 11.0.0 Preview 4 (x64)","11.0.0.36030","Programs"
"Microsoft .NET Toolset 11.0.100-preview.4.26230.115 (x64)","44.11.2219","msi"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61135","11.0.61030","msi"
"Microsoft Windows Desktop Runtime - 8.0.25 (x86)","8.0.25.35812","Programs"
"Microsoft Windows Desktop Runtime - 8.0.25 (x86)","64.100.48707","msi"
"Microsoft ASP.NET Core 3.0.3 Shared Framework (x64)","3.0.3.0","msi"
"WinRT Intellisense PPI - Other Languages","10.1.26100.7705","msi"
"VLIBillboardTest",,"Programs"
"vs_minshellmsi","17.14.36301","msi"
"Microsoft ASP.NET Core 9.0.13 - Shared Framework (x64)","9.0.13.26064","Programs"
"Microsoft .NET Host - 11.0.0 Preview 4 (x64)","88.0.52195","msi"
"Microsoft Windows Desktop Runtime 11.0.0 (x64)","11.0.0.26230","Programs"
"Windows SDK for Windows Store Apps Metadata","10.1.26100.7705","msi"
"Microsoft Windows Desktop Runtime - 9.0.12 (x64)","72.48.45460","msi"
"Microsoft Windows Desktop Runtime - 9.0.12 (x64)","9.0.12.35609","Programs"
"SpinRite version 6.1 Release 4","6.1 Release 4","Programs"
"Microsoft .NET Toolset 8.0.421 (x64)","32.15.18490","msi"
"Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.23.27820","14.23.27820.0","Programs"
"vs_CoreEditorFonts","17.7.40001","msi"
"Windows SDK EULA","10.1.26100.7705","msi"
"Game Save Manager version 2.1.0","2.1.0","Programs"
"Windows PE Optional Packages (DesktopEditions)","10.1.26100.2454","msi"
"Microsoft .NET Host - 5.0.17 (x64)","40.68.31213","msi"
"Microsoft .NET AppHost Pack - 8.0.23 (x64_x86)","64.92.45415","msi"
"Microsoft ASP.NET Core 2.2.7 Shared Framework (x64)","2.2.7.0","msi"
"Microsoft.NET.Workload.Emscripten.net8.Manifest-11.0.100-preview.1 (x64)","89.144.48582","msi"
"Microsoft ASP.NET Core 6.0.36 - Shared Framework (x64)","6.0.36.24516","Programs"
"Windows PE Boot Files (OnecoreUAP)","10.1.26100.2454","msi"
"Microsoft .NET Runtime - 9.0.13 (x64)","9.0.13.35713","Programs"
"Microsoft .NET Runtime - 9.0.13 (x64)","72.52.47121","msi"
"Microsoft .NET AppHost Pack - 9.0.13 (x64_arm64)","72.52.47121","msi"
"Microsoft .NET Targeting Pack - 10.0.4 (x64)","80.16.48830","msi"
"Microsoft .NET SDK 9.0.311 (x64)","9.3.1126.6814","Programs"
"Windows SDK Desktop Tools x86","10.1.26100.7705","msi"
"Microsoft .NET SDK 5.0.408 (x64)","5.4.822.21928","Programs"
"Microsoft .NET Core Toolset 3.1.426 (x64)","12.22.49012","msi"
"Microsoft ASP.NET Core 8.0.27 - Shared Framework (x64)","8.0.27.26230","Programs"
"Microsoft Windows Desktop Targeting Pack - 8.0.25 (x64)","64.100.48707","msi"
"Microsoft .NET Runtime - 10.0.4 (x64)","10.0.4.35819","Programs"
"Microsoft .NET Runtime - 10.0.4 (x64)","80.16.48830","msi"
"Microsoft .NET AppHost Pack - 6.0.36 (x64_arm)","48.144.23141","msi"
"Microsoft ASP.NET Core 9.0.12 - Shared Framework (x64)","9.0.12.25609","Programs"
"Microsoft .NET AppHost Pack - 8.0.26 (x64)","64.104.50421","msi"
"Microsoft ASP.NET Core 3.1.32 Shared Framework (x64)","3.1.32.22566","msi"
"Microsoft ASP.NET Core 3.1.32 - Shared Framework (x64)","3.1.32.22566","Programs"
"Microsoft .NET Core SDK Uninstall Tool (x86)","4.112.868","msi"
"Microsoft .NET Runtime - 10.0.3 (x64)","80.12.47319","msi"
"Microsoft .NET Runtime - 10.0.3 (x64)","10.0.3.35725","Programs"
"Microsoft .NET Host FX Resolver - 8.0.26 (x64)","64.104.50421","msi"
"Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64)","18.0.9617","msi"
"Microsoft .NET SDK 10.0.108 (x64)","10.1.826.23019","Programs"
"Microsoft Windows Desktop Targeting Pack - 9.0.14 (x64)","72.56.48819","msi"
"Microsoft .NET AppHost Pack - 8.0.24 (x64)","64.96.47242","msi"
"Microsoft .NET Host - 6.0.36 (x86)","48.144.23141","msi"
"Microsoft ASP.NET Core 7.0.20 - Shared Framework (x64)","7.0.20.24269","Programs"
"WD P40 Game Drive","1.0.2.18","msi"
"Branding64","1.0.9","msi"
"AMD PPM Provisioning File Driver","8.0.0.59","msi"
"Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64)","9.0.0","msi"
"Microsoft XNA Framework Redistributable 4.0 Refresh","4.0.30901.0","msi"
"Microsoft .NET SDK 10.0.204 (x64)","10.2.426.23114","Programs"
"Microsoft Windows Desktop Runtime - 7.0.20 (x86)","56.80.15245","msi"
"Microsoft Windows Desktop Runtime - 7.0.20 (x86)","7.0.20.33720","Programs"
"Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.51.36231","14.51.36231.0","Programs"
"vs_githubprotocolhandlermsi","17.14.36015","msi"
"ENE_External_Device_HAL","1.0.12.7","msi"
"Microsoft.NET.Sdk.tvOS.Manifest-6.0.300","125.191.42208","msi"
"Microsoft .NET 8.0 Templates 8.0.421 (x64)","32.15.51258","msi"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest-11.0.100-preview.4 (x64)","89.144.52195","msi"
"Microsoft .NET Runtime - 6.0.36 (x64)","48.144.23141","msi"
"Microsoft .NET Runtime - 6.0.36 (x64)","6.0.36.34214","Programs"
"Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.42.34433","14.42.34433.0","Programs"
"Microsoft Windows Desktop Targeting Pack - 11.0.0 Preview 1 (x64)","88.0.48582","msi"
"Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.23.27820","14.23.27820.0","Programs"
"Microsoft .NET AppHost Pack - 8.0.26 (x64_x86)","64.104.50421","msi"
"Windows SDK DirectX x86 Remote","10.1.26100.7705","msi"
"Microsoft Windows Desktop Targeting Pack - 8.0.24 (x64)","64.96.47265","msi"
"Microsoft .NET SDK 6.0.428 (x64)","6.4.2824.52403","Programs"
"Windows Mobile Extension SDK Contracts","10.1.26100.7705","msi"
"Microsoft .NET AppHost Pack - 9.0.14 (x64_arm64)","72.56.48826","msi"
"Microsoft .NET SDK 8.0.420 (x64)","8.4.2026.17201","Programs"
"Realtek Ethernet Controller Driver","11.28.20.1224","Programs"
"Microsoft Windows Desktop Targeting Pack - 9.0.16 (x64)","72.64.52194","msi"
"Microsoft .NET Runtime - 8.0.25 (x86)","64.100.48707","msi"
"Python Launcher","3.13.5150.0","msi"
"ENE_EHD_M2_HAL","1.0.17.0","msi"
"Microsoft .NET AppHost Pack - 8.0.27 (x64)","64.108.52182","msi"
"Microsoft .NET Host FX Resolver - 7.0.20 (x64)","56.80.15184","msi"
"Microsoft .NET Core Host - 3.0.3 (x64)","24.12.28517","msi"
"Microsoft .NET Targeting Pack - 5.0.0 (x64)","40.0.29513","msi"
"Microsoft .NET SDK 9.0.310 (x64)","9.3.1026.6411","Programs"
"Windows SDK OnecoreUap Headers x86","10.1.26100.7705","msi"
"Microsoft .NET Targeting Pack - 10.0.3 (x64)","80.12.47319","msi"
"AMD GPIO2 Driver","2.2.0.136","msi"
"Microsoft .NET SDK 10.0.104 (x64)","10.1.426.12010","Programs"
"Microsoft .NET Toolset 10.0.200 (x64)","40.10.56662","msi"
"Universal General MIDI DLS Extension SDK","10.1.26100.7705","msi"
"Windows SDK OnecoreUap Headers arm64","10.1.26100.7705","msi"
"Microsoft .NET Targeting Pack - 8.0.26 (x64)","64.104.50421","msi"
"Microsoft .NET Targeting Pack - 7.0.20 (x64)","56.80.15184","msi"
"Microsoft .NET SDK 8.0.419 (x64)","8.4.1926.11301","Programs"
"Microsoft.NET.Sdk.Android.Manifest-10.0.100 (x64)","36.1.2","msi"
"Windows SDK for Windows Store Apps Contracts","10.1.26100.7705","msi"
"Microsoft ASP.NET Core 5.0.17 Shared Framework (x64)","5.0.17.22215","msi"
"Microsoft ASP.NET Core Targeting Pack - 11.0.0 Preview 1 (x64)","88.0.48582","msi"
"Microsoft .NET SDK 9.0.313 (x64)","9.3.1326.17603","Programs"
"Python 3.12.10 Development Libraries (64-bit)","3.12.10150.0","msi"
"Python 3.11.9 pip Bootstrap (64-bit)","3.11.9150.0","msi"
"Microsoft .NET SDK 8.0.421 (x64)","8.4.2126.23002","Programs"
"Python 3.11.9 Standard Library (64-bit)","3.11.9150.0","msi"
"Python 3.12.10 Add to Path (64-bit)","3.12.10150.0","msi"
"Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40664","12.0.40664.0","Programs"
"Python 3.12.10 pip Bootstrap (64-bit)","3.12.10150.0","msi"
"Python 3.12.10 Tcl/Tk Support (64-bit)","3.12.10150.0","msi"
"Python 3.11.9 Test Suite (64-bit)","3.11.9150.0","msi"
"Python 3.11.9 Tcl/Tk Support (64-bit)","3.11.9150.0","msi"
"Python 3.11.9 Add to Path (64-bit)","3.11.9150.0","msi"
"Microsoft .NET SDK 9.0.314 (x64)","9.3.1426.23009","Programs"
"Python 3.12.10 Standard Library (64-bit)","3.12.10150.0","msi"
"Python 3.12.10 Documentation (64-bit)","3.12.10150.0","msi"
"Python 3.11.9 Documentation (64-bit)","3.11.9150.0","msi"
"Python 3.11.9 Core Interpreter (64-bit)","3.11.9150.0","msi"
"Python 3.11.9 Executables (64-bit)","3.11.9150.0","msi"
"Microsoft ASP.NET Core 8.0.24 - Shared Framework (x64)","8.0.24.26072","Programs"
"Python 3.12.10 Executables (64-bit)","3.12.10150.0","msi"
"Python 3.11.9 Development Libraries (64-bit)","3.11.9150.0","msi"
"Python 3.11.9 Utility Scripts (64-bit)","3.11.9150.0","msi"
"Python 3.12.10 Test Suite (64-bit)","3.12.10150.0","msi"
"Python 3.12.10 Core Interpreter (64-bit)","3.12.10150.0","msi"
"Windows Software Development Kit - Windows 10.0.26100.7705","10.1.26100.7705","Programs"
"Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.51.36231","14.51.36231.0","Programs"
"Microsoft .NET SDK 8.0.417 (x64)","8.4.1725.61001","Programs"
"Corsair Device Control Service Bundle","1.9.9","Programs"
"Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.44.35211","14.44.35211.0","Programs"
"Windows Assessment and Deployment Kit Windows Preinstallation Environment Add-ons","10.1.26100.2454","Programs"
"Microsoft ASP.NET Core 5.0.17 - Shared Framework (x64)","5.0.17.22215","Programs"
"Microsoft ASP.NET Core 9.0.14 - Shared Framework (x64)","9.0.14.26119","Programs"
"Realtek Audio Driver","6.0.9927.1","Programs"
"Microsoft .NET SDK 8.0.418 (x64)","8.4.1826.7203","Programs"
